Gender,Age,Tenure,Phone,Streaming,Unlimited,Charge,Satisfaction,Churn
1,35,34,0,0,0,97.65,2,0
0,54,47,0,0,1,109.55,2,0
1,50,39,0,1,0,89.55,2,0
0,42,1,0,1,1,19.45,2,0
1,34,4,0,1,1,20.35,1,0
0,33,59,0,0,0,99.5,3,0
0,44,2,0,1,1,45,1,0
0,35,1,0,1,1,20.15,2,0
0,28,66,0,0,0,105,1,0
0,58,3,0,1,0,54.7,1,0
1,49,14,0,0,0,87.25,2,0
0,38,10,0,1,0,79.95,1,0
1,47,18,0,1,0,88.35,3,0
1,34,9,0,0,1,94.75,2,0
0,28,4,0,1,0,78.45,1,0
0,43,4,0,1,0,70.2,1,0
0,23,59,1,0,0,41.05,2,0
0,63,10,0,1,0,85.6,2,0
0,39,5,0,0,1,70,2,0
1,51,1,0,1,0,49.95,2,0
1,19,22,0,1,0,69.25,1,0
0,34,41,0,0,0,73,2,0
1,39,64,0,0,0,100.05,1,0
1,27,18,1,0,1,35,2,0
1,20,1,0,1,0,76,1,0
1,36,15,0,1,0,84.3,1,0
0,62,15,0,0,0,101.1,2,0
0,37,1,0,1,0,50.45,3,0
0,20,12,0,0,1,99.95,1,0
1,50,2,0,1,0,91.4,1,0
0,28,4,0,1,0,80.8,2,0
1,61,16,0,0,0,100,1,0
0,53,1,0,1,1,20.55,2,0
0,30,5,0,1,0,85.3,1,0
1,19,4,0,1,1,70.4,1,0
0,27,37,0,0,0,98.8,1,0
0,36,13,0,1,0,74.4,1,0
1,35,24,0,0,0,98.75,1,0
0,52,61,0,0,0,106,1,0
0,21,41,0,1,0,104.7,1,0
1,47,2,0,1,0,55.05,1,0
1,44,8,0,1,1,19.75,3,0
0,62,17,0,1,0,76.65,2,0
1,49,2,1,0,0,42.6,2,0
1,45,29,0,1,0,68.85,1,0
0,51,2,0,0,0,90,2,0
1,42,14,0,1,0,75.35,2,0
0,56,8,0,0,0,100.85,2,0
1,55,5,0,1,0,69.95,2,0
1,50,63,0,0,1,107.5,3,0
0,58,1,0,1,0,45.85,2,0
1,44,53,0,0,0,106.1,3,0
1,20,1,0,1,0,91.7,3,0
1,39,16,0,1,0,95.6,1,0
0,59,1,0,1,0,74.95,1,0
0,62,66,0,0,0,99.5,2,0
1,38,17,0,0,0,98.6,2,0
1,54,7,0,1,0,59.5,3,0
1,53,42,0,1,0,77.95,1,0
0,33,30,0,0,0,90.25,2,0
1,51,15,0,1,0,64.65,1,0
0,34,67,0,1,0,87.4,2,0
1,32,35,0,1,0,86.45,1,0
1,21,56,0,1,1,98.25,1,0
1,46,9,0,1,0,75.75,3,0
0,55,48,0,1,0,106.1,1,0
1,23,34,0,1,0,109.8,1,0
0,61,11,0,1,1,79.5,1,0
1,30,1,0,0,0,85.8,3,0
1,19,3,0,1,0,44.3,2,0
0,37,50,0,1,0,105.95,1,0
0,32,5,0,1,0,69.75,1,0
0,44,51,0,1,0,94.65,1,0
1,57,46,0,0,1,96.05,2,0
1,41,41,0,1,0,113.6,1,0
1,37,29,0,1,0,78.9,2,0
1,35,26,0,1,0,60.05,2,0
1,31,1,1,1,0,34.7,3,0
0,46,3,0,1,0,85.3,1,0
1,41,66,0,1,1,102.45,1,0
1,22,21,0,1,0,104.4,1,0
0,59,1,0,1,0,99.75,1,0
0,39,4,0,0,0,74.4,2,0
1,23,9,0,1,0,74.25,1,0
0,50,1,0,1,0,59.85,2,0
0,54,9,1,1,1,45.4,1,0
1,54,1,0,1,1,19.5,2,0
0,56,1,0,1,0,69.9,2,0
1,50,2,0,1,0,87.15,2,0
1,47,3,0,1,0,84.75,1,0
0,40,14,0,1,0,89.95,2,0
0,33,2,0,1,0,79,3,0
1,39,18,0,1,1,20.15,3,0
0,60,1,0,1,0,71.65,1,0
1,35,4,0,1,1,20.35,3,0
1,26,38,0,1,0,84.25,2,0
1,32,12,0,0,0,78.1,3,0
1,20,19,0,0,1,89.65,3,0
1,35,10,0,1,0,98.7,1,0
1,63,1,0,1,0,76.35,2,0
1,51,23,0,1,0,79.15,1,0
1,44,31,0,1,0,86.55,3,0
0,47,19,0,1,1,73.85,3,0
0,44,24,0,1,0,96,1,0
0,57,1,0,1,1,20.05,2,0
0,53,65,0,1,0,108.65,1,0
0,28,10,0,1,0,45.55,1,0
1,36,2,1,0,1,35.1,2,0
0,47,1,0,1,0,46.2,2,0
1,29,1,0,1,0,45.15,3,0
1,31,19,0,1,0,73.2,2,0
0,46,52,0,0,1,85.35,3,0
1,23,1,0,1,0,45.95,2,0
1,55,3,0,1,0,83.75,2,0
0,38,1,0,1,0,70.05,2,0
0,61,2,0,0,0,86,2,0
1,35,16,0,1,0,72.65,1,0
1,30,1,0,1,1,21,2,0
0,21,56,0,0,0,94.45,3,0
1,54,44,0,1,0,84.8,2,0
0,50,1,0,1,0,50.9,1,0
0,27,49,0,1,1,99.8,1,0
0,43,47,0,0,0,107.35,2,0
1,45,31,0,1,1,19.55,3,0
1,60,3,0,1,0,79.1,1,0
0,40,8,1,1,0,25.5,2,0
1,41,2,0,0,0,80.75,3,0
0,29,65,0,1,0,91.85,3,0
0,41,1,0,1,1,75.35,3,0
0,55,1,0,1,0,75.45,3,0
0,35,24,0,1,0,49.55,1,0
0,51,69,0,1,0,78.6,1,0
1,35,7,0,1,0,81.1,2,0
0,39,11,0,1,0,74.95,1,0
1,33,58,0,0,1,102.1,2,0
1,64,14,0,0,0,90.9,2,0
1,46,12,1,1,0,29.2,1,0
1,36,25,0,1,0,89.15,2,0
1,37,1,0,1,0,45.7,1,0
1,23,2,1,0,0,44.6,3,0
0,48,23,0,1,0,74.95,3,0
1,39,57,0,1,0,95.25,1,0
0,23,24,0,1,0,89.85,3,0
1,35,49,0,0,0,100.45,3,0
0,25,5,0,1,0,47.15,2,0
0,58,2,0,1,1,80.2,1,0
1,33,4,0,1,0,87.1,2,0
0,30,5,0,1,0,75.9,2,0
1,29,47,0,1,0,98.75,1,0
1,57,10,0,0,0,86.45,2,0
1,28,1,0,1,0,45.3,1,0
0,61,67,0,0,0,104.1,2,0
0,31,67,0,1,0,90.6,1,0
1,21,15,0,1,0,88.15,1,0
0,55,1,0,1,1,20.2,1,0
1,47,26,0,1,0,90.8,1,0
0,48,22,0,1,0,79.35,1,0
0,26,47,0,1,1,83.35,1,0
1,27,2,0,1,0,49.4,1,0
1,27,22,0,1,0,79.2,1,0
0,61,7,0,1,0,48.7,2,0
1,29,1,0,0,0,95.6,2,0
1,40,49,0,1,0,59.75,1,0
1,43,1,0,1,1,71.35,3,0
1,42,1,0,1,1,20.15,3,0
0,35,1,0,1,0,69.75,2,0
0,41,17,0,1,0,80.85,1,0
1,47,4,1,1,0,33.65,2,0
0,56,1,0,1,0,79.95,3,0
1,58,1,0,1,1,19.3,2,0
1,55,37,0,1,0,99.2,1,0
1,32,8,0,1,0,85.2,1,0
1,40,3,0,1,0,75.25,3,0
0,30,1,0,1,0,54.35,3,0
0,37,5,1,1,0,24.95,1,0
0,39,40,1,1,0,42.35,1,0
0,38,1,0,1,1,75.3,3,0
0,22,51,0,1,0,94.8,3,0
1,63,33,0,0,0,86.15,2,0
1,25,30,0,0,0,85,2,0
1,29,2,0,0,0,80.55,3,0
1,37,2,0,1,0,75.8,1,0
1,45,30,0,1,0,85.15,2,0
0,63,24,0,1,0,54.75,1,0
0,60,1,0,1,1,79.5,2,0
0,58,67,0,0,0,111.3,3,0
1,63,7,0,1,0,86.25,2,0
1,64,14,0,0,1,86.3,2,0
1,56,28,0,1,0,89.95,1,0
0,41,10,0,1,0,70,1,0
1,53,34,0,1,0,64.4,2,0
1,52,1,0,1,0,102.45,1,0
1,30,3,0,1,0,80.1,3,0
1,51,2,0,1,1,80.2,2,0
1,20,6,0,1,0,98.15,1,0
0,60,12,0,0,0,112.95,2,0
1,43,1,0,1,0,70.9,1,0
0,28,23,0,1,0,99.85,1,0
0,41,1,0,1,0,74.5,3,0
0,60,65,0,0,1,109.15,2,0
1,48,16,0,1,0,65.2,1,0
0,42,1,0,1,0,71.55,1,0
0,27,53,0,1,0,93.9,1,0
1,42,13,1,0,0,48.75,2,0
1,63,4,0,1,1,85.65,1,0
0,44,12,0,0,0,106.7,2,0
0,46,1,1,1,0,25.15,1,0
1,21,54,0,1,0,110.35,1,0
1,24,48,0,1,0,103.25,1,0
0,35,2,0,1,0,47.8,1,0
1,49,29,0,1,0,98.6,1,0
0,35,17,0,1,0,70.4,1,0
1,49,1,0,1,0,45.95,1,0
1,45,1,0,1,0,85.55,2,0
1,61,35,0,1,1,70.3,3,0
1,22,33,0,0,0,103.7,2,0
0,23,1,0,1,0,88.35,1,0
1,22,8,0,1,0,94.2,1,0
1,62,5,0,0,0,96.25,2,0
1,28,2,0,1,0,70.7,2,0
1,55,42,1,1,1,33.55,2,0
1,38,57,0,1,0,112.95,1,0
0,54,1,1,1,0,35.9,1,0
0,30,38,0,1,0,99.25,1,0
1,26,8,0,1,0,103.35,1,0
1,55,18,0,1,0,90,1,0
0,58,28,0,1,0,106.1,1,0
1,30,5,0,0,0,89.35,3,0
1,32,1,0,1,1,77.15,3,0
0,53,1,1,0,0,35.25,2,0
0,26,4,1,0,0,48.55,2,0
1,45,53,0,0,0,98.4,2,0
1,44,14,0,1,0,80.45,1,0
0,60,31,0,1,1,55.25,3,0
0,28,13,1,1,0,54.45,1,0
0,53,35,0,1,0,75.35,3,0
0,55,2,0,1,0,75.7,1,0
0,28,1,0,1,0,74.25,1,0
0,52,1,0,1,1,19.4,2,0
1,46,9,0,0,0,83.3,2,0
1,34,8,0,1,0,80.1,1,0
0,62,25,0,1,1,25.3,3,0
0,46,13,0,1,1,98.15,1,0
0,48,46,0,1,0,93.7,1,0
0,36,18,0,1,0,82,1,0
0,59,60,0,1,0,95.75,2,0
0,33,30,0,0,0,94.05,3,0
1,44,1,0,0,0,54.75,3,0
1,56,1,0,1,0,94.6,1,0
0,61,7,1,1,0,34.5,1,0
0,44,61,0,1,0,105.55,1,0
1,56,39,1,1,1,30.1,3,0
0,36,10,0,1,0,70.3,3,0
1,25,1,0,1,0,80.2,3,0
1,41,67,0,1,0,94.35,1,0
0,61,6,0,1,0,44.6,2,0
1,24,1,0,1,1,19.6,2,0
0,21,2,0,1,0,70.7,1,0
0,21,1,0,1,0,84.8,3,0
0,21,52,0,0,0,105,2,0
0,62,22,0,1,0,54.45,1,0
1,40,47,0,0,0,85.3,2,0
1,51,33,0,0,1,83.35,2,0
0,59,18,1,1,0,33.5,2,0
0,64,24,0,1,0,90.35,1,0
0,26,1,0,0,0,90.75,3,0
1,64,4,0,1,0,89.6,1,0
0,21,2,1,0,0,49.25,3,0
0,43,1,0,1,1,19.75,3,0
1,64,19,0,0,1,95.15,3,0
0,44,22,0,1,0,101.35,1,0
1,46,4,0,1,0,70.05,1,0
0,24,4,0,1,0,74.65,1,0
0,60,4,0,1,0,50.4,1,0
1,61,7,0,1,0,79.65,1,0
0,55,5,0,1,1,78.75,2,0
1,47,1,0,1,0,50.1,2,0
0,19,2,0,1,0,76.4,1,0
0,28,3,0,0,0,98.7,3,0
1,37,28,0,0,0,90.1,3,0
0,47,15,0,1,1,51.55,2,0
0,44,5,0,0,0,94.85,3,0
1,39,2,0,0,0,85.7,2,0
1,58,1,0,1,0,44.4,2,0
0,44,4,1,0,1,44.55,2,0
0,41,31,1,1,0,35.4,1,0
1,45,1,0,0,0,95.65,2,0
1,19,1,0,1,1,20.95,1,0
1,54,15,0,1,1,19.75,2,0
0,42,17,0,0,0,92.55,3,0
0,28,9,0,1,0,85.35,2,0
1,48,25,0,1,0,74.3,1,0
1,34,4,0,1,0,98.1,1,0
1,63,50,0,1,0,109.65,1,0
0,32,3,0,1,1,100.95,1,0
0,25,10,0,1,0,94.9,1,0
0,53,9,1,1,0,24.1,2,0
0,23,66,0,0,0,104.05,2,0
0,33,3,0,1,0,88.35,2,0
0,43,29,0,1,0,94.65,1,0
1,42,41,0,1,0,79.9,1,0
1,24,1,0,1,1,20.5,2,0
1,44,1,0,1,0,81.95,1,0
0,39,7,0,1,1,69.35,1,0
1,53,6,0,0,0,91.1,2,0
0,20,14,0,1,0,86.1,1,0
0,41,25,0,1,0,94.7,1,0
0,40,22,0,1,0,85.1,1,0
1,63,61,0,0,0,99.15,3,0
0,31,1,0,1,1,45.05,3,0
1,39,1,0,0,0,79.7,3,0
0,46,22,0,1,0,59,3,0
1,51,48,0,1,0,60.35,1,0
0,52,25,0,1,1,70.95,1,0
0,35,20,0,0,0,89,2,0
0,51,18,0,1,0,99.4,1,0
1,50,1,0,1,0,73.5,2,0
0,45,9,0,0,0,95.5,2,0
1,47,28,0,1,0,92.35,1,0
0,20,11,0,1,0,74.55,2,0
1,57,20,0,0,0,105.85,2,0
1,35,7,0,1,0,75.45,1,0
0,60,7,0,1,0,93.85,1,0
0,51,22,0,0,0,100.75,2,0
1,43,3,1,1,1,31,3,0
0,38,51,0,1,0,80,3,0
1,32,62,0,1,0,100.15,1,0
0,52,28,0,1,0,94.5,1,0
0,42,10,1,1,0,33.9,1,0
0,41,12,0,1,0,84.45,2,0
0,35,27,0,1,0,79.5,1,0
0,44,1,0,1,0,89.15,1,0
1,45,3,0,1,0,55.3,1,0
1,32,22,0,1,1,55.15,2,0
1,34,16,0,1,0,84.95,3,0
0,30,5,1,1,0,43.25,2,0
0,60,23,0,1,0,48.35,2,0
0,59,1,0,1,0,79.55,2,0
0,31,1,0,1,0,84.5,2,0
0,57,71,0,1,1,108.6,1,0
0,57,46,1,1,0,30.3,2,0
1,32,1,0,1,0,45.4,2,0
1,53,32,0,0,0,84.15,2,0
1,41,3,0,1,1,19.75,3,0
1,62,5,0,0,0,85.4,2,0
0,62,49,0,1,1,75.2,2,0
1,50,17,0,1,0,55.85,2,0
0,53,6,0,0,0,84.4,3,0
1,44,6,0,1,0,56.25,1,0
1,51,4,0,0,0,68.65,3,0
0,48,4,0,1,1,77.85,2,0
0,50,3,0,0,0,105.35,3,0
1,48,8,0,1,0,87.05,1,0
0,22,1,0,1,0,53.5,1,0
1,35,1,1,1,0,25.1,1,0
1,21,5,0,1,0,54.2,1,0
0,47,72,0,0,0,103.4,3,0
1,60,13,0,1,0,84.45,2,0
1,53,29,1,1,0,30.6,2,0
1,51,17,0,1,1,70,1,0
1,37,1,0,1,0,45.3,1,0
0,64,2,1,1,0,29.85,2,0
0,40,1,0,1,1,19.8,3,0
1,36,4,0,1,0,76.65,1,0
1,45,5,0,0,0,99.15,2,0
0,57,9,0,1,1,44.95,1,0
0,53,18,0,1,0,49.55,1,0
0,55,25,0,1,0,95.9,1,0
0,40,52,0,1,0,84.1,1,0
1,48,8,0,1,1,49.85,3,0
1,22,22,0,0,0,69.5,2,0
0,47,54,0,1,0,104.3,1,0
1,49,1,0,0,0,93.85,3,0
1,47,1,0,1,0,50.45,2,0
1,33,7,0,0,0,74.65,3,0
1,53,12,0,0,1,94.2,3,0
1,59,54,0,1,0,106.55,1,0
0,33,1,0,1,1,20.1,1,0
1,45,23,0,1,0,83.8,1,0
0,25,3,0,1,0,55.15,2,0
0,46,31,0,1,1,78.45,1,0
1,39,34,0,1,0,87.45,3,0
0,36,29,0,1,0,70.75,1,0
0,31,1,0,1,0,81.7,1,0
0,37,33,0,1,0,68.25,2,0
1,41,4,0,1,0,79.15,1,0
0,29,19,0,0,0,100.95,3,0
1,46,1,0,1,0,69.1,1,0
0,53,31,0,0,0,103.45,3,0
1,31,4,0,1,0,77.95,2,0
0,46,10,1,1,1,29.5,3,0
1,64,2,0,1,0,70.75,1,0
0,19,4,0,1,0,85.65,1,0
0,39,1,0,1,0,46.3,1,0
1,63,41,0,0,1,106.3,2,0
1,36,12,0,1,0,89.4,1,0
0,28,10,0,1,0,74.15,1,0
1,43,11,0,0,0,99.5,3,0
0,44,1,0,1,0,44.15,1,0
1,36,16,0,1,1,53.9,3,0
1,22,1,0,1,0,85.45,1,0
1,36,4,0,1,0,50.85,1,0
1,40,1,0,1,0,59.2,1,0
0,42,13,0,1,0,83.2,2,0
1,19,1,0,1,0,54.9,1,0
1,57,21,0,1,0,103.9,1,0
1,35,11,0,1,1,19.25,1,0
0,33,6,0,1,0,75.5,1,0
1,25,4,0,1,0,73.75,1,0
0,39,12,0,1,0,96.05,1,0
1,30,4,0,1,1,88.95,1,0
1,42,4,0,1,0,50.7,3,0
0,23,3,0,1,0,53.4,2,0
1,42,68,0,1,0,83,1,0
0,47,1,0,1,0,50.6,1,0
0,55,10,0,0,0,89.5,3,0
0,50,1,0,1,1,69.8,2,0
0,44,24,0,1,0,101.05,1,0
0,53,18,0,1,0,94.7,1,0
0,44,4,0,0,0,61.45,2,0
0,20,1,0,1,0,90.55,1,0
1,58,26,0,0,1,88.8,2,0
0,23,7,0,1,0,85.2,1,0
0,54,42,0,1,0,106.15,1,0
1,36,4,0,1,0,45.3,2,0
0,37,2,0,1,0,73.25,1,0
0,47,8,0,1,0,51.05,1,0
1,63,9,0,1,1,85.35,3,0
0,63,43,0,1,0,75.2,1,0
1,54,1,0,1,1,20.9,3,0
0,23,3,0,1,0,43.3,3,0
0,38,70,0,0,0,109.5,2,0
0,63,1,0,1,0,74.6,1,0
0,35,16,0,1,1,19.7,1,0
1,25,15,0,1,0,59.45,1,0
1,23,46,0,0,0,105.2,2,0
0,59,8,0,1,0,45.15,2,0
0,62,31,0,1,1,93.8,1,0
0,45,32,0,0,0,96.2,3,0
1,20,1,0,0,0,79.6,2,0
0,49,20,0,1,0,85.25,2,0
0,34,26,0,1,0,80.5,3,0
0,61,1,0,1,0,50.75,2,0
1,57,14,0,1,1,89.65,1,0
0,25,36,0,1,0,65.4,1,0
1,50,9,0,1,0,72.9,1,0
0,25,5,1,1,0,40,1,0
1,40,2,0,1,0,86.25,2,0
1,43,1,0,1,0,45.65,2,0
0,30,8,0,1,1,70.1,1,0
1,19,3,0,1,0,55.35,2,0
0,34,2,0,1,0,45.85,1,0
0,64,39,0,1,0,75.25,3,0
1,24,12,0,0,0,100.15,2,0
1,53,2,1,1,0,24.4,3,0
1,36,4,0,1,1,20.95,1,0
0,37,9,0,1,1,20.25,1,0
1,38,9,0,1,0,45.15,1,0
1,59,50,0,1,0,84.4,1,0
1,36,1,0,1,0,75.1,2,0
1,50,54,0,0,0,70.15,3,0
0,64,42,0,0,0,101.75,2,0
1,41,1,0,1,1,45.8,1,0
0,63,1,0,1,1,20.1,3,0
0,64,9,1,1,0,40.65,1,0
0,62,1,0,1,0,69.1,1,0
1,25,13,0,1,0,75,2,0
0,56,19,0,0,0,100,2,0
1,25,24,1,1,0,54.15,1,0
1,59,67,0,1,0,108.75,1,0
1,59,6,0,1,0,49.15,1,0
0,30,20,0,1,1,19.4,2,0
1,36,11,0,1,0,102,1,0
1,60,2,0,1,1,20.65,2,0
1,23,1,0,1,0,70.8,3,0
0,37,16,0,0,0,89.05,3,0
1,48,3,0,1,0,96.6,1,0
1,47,57,0,1,0,104.5,1,0
1,54,5,0,1,1,50.6,2,0
0,40,4,0,1,0,49.35,1,0
0,22,7,0,0,0,94.25,3,0
1,64,1,0,1,0,68.95,2,0
0,62,4,0,1,0,76.05,1,0
0,44,1,1,1,0,24.45,3,0
0,35,7,0,1,1,89.35,1,0
0,60,4,0,1,0,80.35,1,0
0,24,1,0,1,0,79.05,1,0
0,42,1,0,1,0,95,1,0
1,29,1,1,1,0,25.2,2,0
0,34,54,0,0,0,109.75,2,0
0,56,2,0,1,1,19.3,3,0
1,33,15,0,1,0,49.1,1,0
1,29,31,0,1,1,65.25,1,0
0,46,61,0,1,0,94.1,3,0
0,51,24,0,0,0,104.65,3,0
1,44,3,0,1,0,74.25,3,0
0,57,4,0,0,0,100.2,2,0
1,46,57,0,1,0,70.1,1,0
1,29,4,0,0,0,105.65,2,0
1,27,35,0,1,1,85.95,1,0
0,50,4,0,1,0,73.9,1,0
1,39,58,0,1,0,109.45,1,0
1,21,30,0,1,0,100.2,1,0
1,32,21,0,1,0,74.05,3,0
0,57,3,0,0,0,101.55,3,0
1,30,21,1,1,1,55.95,1,0
0,36,1,0,1,0,45.75,1,0
0,41,11,0,1,0,74.95,1,0
1,53,1,0,1,0,80.15,1,0
1,57,72,0,1,0,109.25,1,0
1,20,3,1,1,0,35.2,1,0
1,55,1,0,1,0,78.8,3,0
1,42,47,0,1,1,106.4,1,0
0,31,18,0,1,0,49.4,1,0
0,63,20,0,1,0,90.2,1,0
1,42,6,0,0,0,93.55,2,0
0,64,1,0,1,0,80.85,1,0
1,41,48,0,0,0,82.05,2,0
0,41,3,0,1,1,20.55,1,0
1,41,1,0,1,0,78.65,1,0
0,47,1,0,1,0,42.9,1,0
1,26,3,1,1,0,34.25,1,0
1,30,9,1,1,0,58.5,1,0
1,23,6,0,1,0,105.3,1,0
0,32,16,0,1,0,73.85,1,0
1,61,25,0,1,1,24.75,3,0
1,31,4,1,1,0,24.45,1,0
0,33,28,0,0,1,105.7,3,0
0,64,1,1,1,0,24.25,1,0
1,48,11,0,1,0,76.5,3,0
1,47,4,0,0,0,93.5,2,0
0,60,28,0,1,0,74.9,1,0
0,21,1,0,1,1,24.05,2,0
1,36,1,0,1,0,50.55,1,0
0,56,14,0,0,0,100.55,2,0
1,47,1,0,1,1,20.5,1,0
0,51,4,0,1,0,74.8,1,0
1,44,20,1,1,0,24.45,3,0
1,27,14,0,1,0,71,1,0
1,56,3,1,1,0,50.6,1,0
1,64,40,0,1,0,84.85,2,0
1,21,2,0,1,0,65.7,1,0
1,53,1,0,1,0,70.5,2,0
1,34,10,0,0,0,94.85,3,0
0,21,1,0,1,1,19.75,3,0
0,42,14,0,1,0,65.45,1,0
0,49,22,0,1,0,67.5,1,0
1,25,1,0,1,0,69.6,1,0
0,61,49,0,0,0,84.35,2,0
1,20,1,0,1,1,78.05,1,0
0,63,7,0,1,0,73.6,1,0
1,55,9,0,1,0,74.75,2,0
0,38,1,0,1,1,20.2,1,0
0,22,2,1,1,0,25.05,1,0
0,23,57,1,1,1,39.3,1,0
1,64,1,0,1,1,20.25,2,0
1,30,13,1,1,0,23.9,3,0
1,48,1,0,1,0,85.45,2,0
1,22,63,0,0,0,99.9,3,0
0,64,25,0,1,0,84.8,1,0
0,48,35,0,1,0,75.2,2,0
0,44,71,1,1,1,49.35,1,0
0,49,6,0,1,0,74.9,1,0
1,43,15,0,0,0,101.25,3,0
0,59,9,0,1,1,18.95,3,0
1,31,37,1,1,0,28.6,2,0
1,60,11,0,1,0,96.2,1,0
0,21,55,0,1,0,104.15,1,0
1,41,1,0,1,0,90.6,1,0
1,51,6,0,1,0,50.8,2,0
0,42,4,0,0,1,90.05,3,0
1,61,3,0,1,0,75.85,2,0
0,39,1,0,1,0,68.5,3,0
0,30,11,0,1,0,73.5,1,0
1,29,1,0,1,0,69.95,3,0
0,52,5,0,1,0,70.05,1,0
0,59,8,0,1,0,94,1,0
1,21,22,0,1,1,61.15,1,0
0,37,29,0,1,0,84.45,1,0
0,20,13,0,0,0,75.3,3,0
1,38,3,0,1,1,19.6,3,0
0,63,62,0,1,1,102,1,0
0,62,17,0,1,0,90.2,1,0
0,19,56,0,1,1,25.15,3,0
1,58,31,0,1,0,79.85,1,0
1,26,2,0,1,0,49.6,1,0
0,53,3,0,1,0,91.85,1,0
1,42,1,1,1,1,40.1,1,0
1,57,14,0,1,0,89.8,1,0
1,28,35,0,1,0,72.25,1,0
1,36,7,1,0,0,40.1,2,0
1,58,1,0,1,1,79.55,2,0
1,44,32,0,1,0,84.05,2,0
0,44,1,0,0,0,89.1,2,0
1,57,17,0,1,0,94.4,1,0
0,59,19,0,1,0,78.25,1,0
1,35,1,0,1,1,19.1,2,0
1,26,1,0,1,0,74.9,1,0
0,36,3,1,1,0,24.75,2,0
1,25,2,0,1,0,79.7,1,0
0,28,55,0,1,1,57.55,1,0
1,50,21,0,0,0,86.5,3,0
1,42,69,0,0,0,103.95,2,0
0,27,39,1,1,0,48.95,1,0
0,47,6,0,1,0,83.55,1,0
0,42,1,0,1,1,70.45,1,0
0,31,58,0,1,0,60.3,2,0
0,56,1,1,1,0,24.75,1,0
0,34,19,0,0,0,103.3,3,0
0,39,3,0,1,0,78.5,2,0
1,24,3,0,1,1,19.85,1,0
0,29,15,0,1,0,58.6,2,0
0,35,10,0,0,0,98.5,2,0
1,39,1,0,1,0,50.45,3,0
0,25,38,0,1,0,94.65,2,0
1,45,1,0,1,0,100.25,1,0
1,44,16,0,0,1,88.45,2,0
0,51,1,0,1,0,69.85,1,0
0,44,12,0,1,0,81.7,1,0
0,27,4,0,1,0,79.9,1,0
1,22,15,0,1,1,25.4,1,0
1,21,1,0,1,1,20.9,3,0
1,47,1,0,1,1,69.4,1,0
1,62,7,0,1,0,74.9,1,0
1,58,1,0,1,0,70.1,3,0
1,34,12,0,1,0,78.3,1,0
0,40,55,0,1,0,96.8,1,0
1,57,17,0,1,0,94.4,1,0
1,27,1,0,1,1,84.3,1,0
0,52,1,0,1,1,19.95,1,0
0,33,23,0,1,0,99.25,1,0
1,39,39,0,1,0,80.45,3,0
0,30,9,0,1,1,79.35,3,0
1,42,15,0,1,0,79.75,3,0
1,64,30,0,1,0,100.05,1,0
0,64,1,0,1,0,69.35,2,0
1,20,3,0,1,0,85.8,1,0
0,49,67,0,1,0,79.7,1,0
0,25,1,0,1,1,80.55,1,0
1,28,12,0,1,0,84.5,1,0
1,25,22,0,1,0,84.3,1,0
0,58,2,0,1,0,67.75,2,0
1,60,10,0,1,0,80.05,1,0
0,30,1,0,1,1,20,2,0
1,32,22,0,1,1,48.8,1,0
1,52,21,0,1,0,102.8,1,0
1,26,6,0,0,0,99.95,2,0
0,31,72,0,0,0,117.8,2,0
0,33,3,0,1,0,79.65,1,0
0,44,8,0,1,1,94.7,1,0
0,33,5,0,1,0,92.5,2,0
1,54,1,0,1,1,19.45,2,0
1,32,2,0,1,0,75.55,2,0
0,38,1,0,1,0,70,2,0
0,56,65,0,1,0,74.8,1,0
1,46,33,0,1,0,104.4,1,0
1,21,15,0,1,1,86.2,1,0
1,57,30,1,0,0,51.2,3,0
1,23,2,0,1,1,19.5,3,0
1,37,2,0,1,0,74.9,1,0
1,59,25,0,1,0,100.25,1,0
0,56,43,0,0,1,100,1,0
0,58,10,0,0,0,99.85,1,0
1,34,2,0,0,0,94.2,2,0
0,50,69,0,0,0,104.05,3,0
0,52,22,0,0,0,94.7,2,0
1,63,1,0,1,0,44.45,3,0
0,46,36,0,0,0,84.9,1,0
0,41,1,0,1,1,20.25,1,0
0,56,1,0,1,0,74.35,3,0
0,58,1,0,1,1,62.05,2,0
0,42,39,0,0,0,80,1,0
0,43,5,0,0,0,104.1,3,0
0,30,2,0,1,0,76.5,1,0
0,47,5,0,1,0,49.2,1,0
0,42,11,0,1,1,23.15,1,0
1,22,4,0,0,1,80.85,1,0
0,26,1,0,1,0,60.1,1,0
0,62,1,0,1,0,78.95,2,0
0,56,2,0,1,0,45.15,2,0
1,28,3,0,1,0,79.4,1,0
0,38,44,1,0,0,53.95,2,0
1,63,24,0,0,0,99.3,3,0
0,58,18,0,1,1,80.65,2,0
1,41,1,0,1,0,71.1,2,0
1,25,53,0,1,1,20.8,3,0
1,48,4,0,1,0,46,1,0
1,27,9,0,1,1,66.25,3,0
1,60,22,0,1,0,90,2,0
0,39,38,0,1,0,70.45,3,0
0,62,53,0,1,1,19.75,3,0
0,49,1,0,1,0,53.95,1,0
1,40,16,0,1,1,81,1,0
1,34,1,0,1,0,69.8,3,0
1,44,5,0,0,0,93.9,1,0
1,39,31,0,0,1,91.15,2,0
1,45,2,0,1,0,70.95,1,0
1,26,37,0,0,0,99.5,1,0
1,26,38,0,1,0,83.9,1,0
0,37,10,0,0,0,104.4,1,0
0,46,2,0,1,1,44.65,1,0
